Foto, Nimi, Vanus, Reiting, Palk, Reputatsioon, Motivatsioon, Riik
<img src="https://cdn.sofifa.org/players/4/19/219344.png">,A. Al Basisi,40,57,1,1,Keskmine,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/235216.png">,B. Fox,20,57,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/233425.png">,E. Kastrati,21,57,1,1,Keskmine,Albania
<img src="https://cdn.sofifa.org/players/4/19/243153.png">,M. Al Rashidi,19,57,1,1,Keskmine,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/232402.png">,Kim Woo Suk,21,57,1,1,Madal,Korea Republic
<img src="https://cdn.sofifa.org/players/4/19/243922.png">,M. Radecki,25,57,1,1,Keskmine,Poland
<img src="https://cdn.sofifa.org/players/4/19/233939.png">,O. Jackson,19,57,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/243667.png">,C. Thompson,18,57,4,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/245715.png">,J. Shackleton,18,57,3,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/236244.png">,T. Sibbick,19,57,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/244180.png">,K. Oldenburger,22,57,1,1,Keskmine,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/240086.png">,M. Lema,18,57,1,1,Keskmine,Austria
<img src="https://cdn.sofifa.org/players/4/19/235479.png">,A. Al Riou,24,57,4,1,Keskmine,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/235991.png">,N. Cordero,19,57,1,1,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/244951.png">,J. Rodr&iacute;guez,20,57,1,1,K&otilde;rge,Mexico
<img src="https://cdn.sofifa.org/players/4/19/242137.png">,H. Abu Sharara,21,57,2,1,Keskmine,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/242393.png">,B. Hussein,18,57,1,1,Keskmine,Sweden
<img src="https://cdn.sofifa.org/players/4/19/243929.png">,H. Pern&iacute;a,27,57,1,1,Madal,Venezuela
<img src="https://cdn.sofifa.org/players/4/19/239835.png">,V. Ekani,21,57,1,1,Keskmine,Cameroon
<img src="https://cdn.sofifa.org/players/4/19/232668.png">,L. Gordon,22,57,1,1,Keskmine,Scotland
<img src="https://cdn.sofifa.org/players/4/19/236252.png">,V. Karaku?,20,57,1,1,Keskmine,Turkey
<img src="https://cdn.sofifa.org/players/4/19/237020.png">,M. Al Zubaidi,20,57,3,1,Keskmine,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/242140.png">,A. Al Bishi,22,57,2,1,Madal,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/203742.png">,R. Lloyd,24,57,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/243678.png">,G. Siadas,18,57,2,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/231647.png">,M. Asiri,25,57,2,1,Keskmine,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/239839.png">,S. Coly,20,57,6,1,Keskmine,Senegal
<img src="https://cdn.sofifa.org/players/4/19/240863.png">,C. Coventry,18,57,4,1,Keskmine,Republic of Ireland
<img src="https://cdn.sofifa.org/players/4/19/242655.png">,J. Ponceau,17,57,1,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/232416.png">,R. Noda,29,57,1,1,Keskmine,Japan
<img src="https://cdn.sofifa.org/players/4/19/182240.png">,Qiu Shengjiong,32,57,2,1,Keskmine,China PR
<img src="https://cdn.sofifa.org/players/4/19/232673.png">,M. Al Haidari,22,57,3,1,Keskmine,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/102881.png">,K. Stamatopoulos,38,57,1,1,Keskmine,Canada
<img src="https://cdn.sofifa.org/players/4/19/246241.png">,Y. Lenze,17,57,1,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/243682.png">,F. Chenkam,19,57,1,1,K&otilde;rge,Cameroon
<img src="https://cdn.sofifa.org/players/4/19/243427.png">,R. Edmondson,17,57,3,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/240612.png">,M. Klass,19,57,1,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/236005.png">,J. Vom Steeg,21,57,1,1,Keskmine,United States
<img src="https://cdn.sofifa.org/players/4/19/240101.png">,E. Palacios,21,57,1,1,Keskmine,Colombia
<img src="https://cdn.sofifa.org/players/4/19/243173.png">,Kim Joon Beom,20,57,1,1,K&otilde;rge,Korea Republic
<img src="https://cdn.sofifa.org/players/4/19/206567.png">,A. Campbell,23,57,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/243687.png">,H. Pritchard,25,57,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/244199.png">,K. Engbers,18,57,1,1,Keskmine,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/225001.png">,K. Wootton,21,57,1,1,Madal,England
<img src="https://cdn.sofifa.org/players/4/19/237545.png">,U. T&uuml;rker,20,57,2,1,Keskmine,Turkey
<img src="https://cdn.sofifa.org/players/4/19/243177.png">,L. Malicsek,19,57,1,1,Keskmine,Austria
<img src="https://cdn.sofifa.org/players/4/19/225770.png">,K. da Graca,20,57,1,1,Keskmine,Sweden
<img src="https://cdn.sofifa.org/players/4/19/243178.png">,B. Maguire,20,57,1,1,Keskmine,Scotland
<img src="https://cdn.sofifa.org/players/4/19/240107.png">,J. Padilla,19,57,2,1,Keskmine,Mexico
<img src="https://cdn.sofifa.org/players/4/19/240363.png">,I. Shinozuka,23,57,1,1,Madal,Russia
<img src="https://cdn.sofifa.org/players/4/19/242923.png">,S. Palma,18,57,1,1,Keskmine,Colombia
<img src="https://cdn.sofifa.org/players/4/19/244203.png">,C. Crane,22,57,1,1,Keskmine,Scotland
<img src="https://cdn.sofifa.org/players/4/19/242413.png">,A. Rizzo,19,57,1,1,K&otilde;rge,Italy
<img src="https://cdn.sofifa.org/players/4/19/183533.png">,D. Lyness,26,57,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/229358.png">,J. Holldack,22,57,1,1,K&otilde;rge,Germany
<img src="https://cdn.sofifa.org/players/4/19/244974.png">,A. Goelzer,19,57,1,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/246254.png">,A. Mironov,18,57,1,1,Keskmine,Russia
<img src="https://cdn.sofifa.org/players/4/19/243951.png">,G. Gbell&eacute;,25,57,1,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/236785.png">,T. Abrahams,19,57,2,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/241905.png">,S. Ben Amar,20,57,2,1,Keskmine,Morocco
<img src="https://cdn.sofifa.org/players/4/19/236788.png">,M. Gillam,19,57,1,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/243445.png">,F. Kaya,18,57,2,1,Keskmine,Turkey
<img src="https://cdn.sofifa.org/players/4/19/246261.png">,J. Zea,19,57,1,1,Keskmine,Colombia
<img src="https://cdn.sofifa.org/players/4/19/243702.png">,D. Spence,17,57,3,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/206327.png">,I. Turner,29,57,1,1,Keskmine,Republic of Ireland
<img src="https://cdn.sofifa.org/players/4/19/239607.png">,Cong Zhen,21,57,2,1,Madal,China PR
<img src="https://cdn.sofifa.org/players/4/19/229368.png">,M. Norman,21,57,3,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/238840.png">,E. Mahmutovic,21,57,4,1,Keskmine,Luxembourg
<img src="https://cdn.sofifa.org/players/4/19/245752.png">,Vasco Paci&ecirc;ncia,18,57,1,1,Keskmine,Portugal
<img src="https://cdn.sofifa.org/players/4/19/238841.png">,F. Akammadu,19,57,1,1,Keskmine,Italy
<img src="https://cdn.sofifa.org/players/4/19/241402.png">,S. Shotton,17,57,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/245499.png">,A. Hindi,21,57,3,1,K&otilde;rge,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/243196.png">,C. Nicell,18,57,3,1,Keskmine,Republic of Ireland
<img src="https://cdn.sofifa.org/players/4/19/246012.png">,J. Truque,19,57,1,1,Keskmine,Colombia
<img src="https://cdn.sofifa.org/players/4/19/206077.png">,H. Douglas,25,57,1,1,Keskmine,Republic of Ireland
<img src="https://cdn.sofifa.org/players/4/19/239358.png">,S. Dieng,23,57,1,1,Keskmine,Switzerland
<img src="https://cdn.sofifa.org/players/4/19/244222.png">,A. Adetula,20,57,1,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/245246.png">,B. Alf&eacute;rez,20,57,1,1,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/225280.png">,D. Mitov,21,56,1,1,Keskmine,Bulgaria
<img src="https://cdn.sofifa.org/players/4/19/237824.png">,M. Gal&eacute;,22,56,1,1,Keskmine,Colombia
<img src="https://cdn.sofifa.org/players/4/19/245504.png">,R. Harvey,18,56,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/226561.png">,J. McMillan,20,56,1,1,Keskmine,Scotland
<img src="https://cdn.sofifa.org/players/4/19/234497.png">,H. Clifton,20,56,1,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/231682.png">,T. Heward-Belle,21,56,1,1,Keskmine,Australia
<img src="https://cdn.sofifa.org/players/4/19/211203.png">,S. Long,23,56,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/224515.png">,J. Simonsen,22,56,2,1,K&otilde;rge,Denmark
<img src="https://cdn.sofifa.org/players/4/19/234499.png">,P. S&aacute;nchez,20,56,1,1,Madal,Chile
<img src="https://cdn.sofifa.org/players/4/19/243717.png">,A. H&oslash;venhoff,28,56,2,1,Keskmine,Denmark
<img src="https://cdn.sofifa.org/players/4/19/243718.png">,R. Koot,18,56,1,1,Keskmine,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/237575.png">,J. Pourtau,18,56,1,1,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/238343.png">,D. Mushitu,18,56,1,1,Keskmine,Sweden
<img src="https://cdn.sofifa.org/players/4/19/237321.png">,M. Berisha,20,56,4,1,Keskmine,Kosovo
<img src="https://cdn.sofifa.org/players/4/19/237833.png">,M. Harris,19,56,3,1,K&otilde;rge,Wales
<img src="https://cdn.sofifa.org/players/4/19/241418.png">,Gao Tianyi,20,56,2,1,K&otilde;rge,China PR
<img src="https://cdn.sofifa.org/players/4/19/231179.png">,J. Al Dossary,24,56,3,1,Keskmine,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/246283.png">,L. Seydoux,20,56,2,1,K&otilde;rge,Switzerland
<img src="https://cdn.sofifa.org/players/4/19/242956.png">,D. Mena,21,56,1,1,Keskmine,Colombia
<img src="https://cdn.sofifa.org/players/4/19/239629.png">,A. Medina,20,56,2,1,K&otilde;rge,Mexico
<img src="https://cdn.sofifa.org/players/4/19/231182.png">,O. O'Dwyer,20,56,4,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/232206.png">,M. Parada,20,56,1,1,Keskmine,Chile
<img src="https://cdn.sofifa.org/players/4/19/238606.png">,Jo Yong Jae,20,56,1,1,Keskmine,Korea Republic
<img src="https://cdn.sofifa.org/players/4/19/242446.png">,M. Wolff,21,56,1,1,Keskmine,Argentina
<img src="https://cdn.sofifa.org/players/4/19/214032.png">,B. Lucum&iacute;,24,56,1,1,Keskmine,Colombia
<img src="https://cdn.sofifa.org/players/4/19/244241.png">,O. Kensdale,18,56,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/244498.png">,K. Szyma?ski,25,56,1,1,Keskmine,Poland
<img src="https://cdn.sofifa.org/players/4/19/234259.png">,L. Hardcastle,19,56,3,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/236564.png">,O. Malc?,22,56,2,1,Keskmine,Turkey
<img src="https://cdn.sofifa.org/players/4/19/245268.png">,H. Al Yami,19,56,2,1,Keskmine,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/244501.png">,M. Or?owski,24,56,1,1,Keskmine,Poland
<img src="https://cdn.sofifa.org/players/4/19/229142.png">,J. Ferry,21,56,1,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/245014.png">,S. Janssen,17,56,1,1,Keskmine,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/244759.png">,M. Catenacci,17,56,1,1,Keskmine,Sweden
<img src="https://cdn.sofifa.org/players/4/19/181015.png">,B. Kennedy,31,56,1,1,Keskmine,Australia
<img src="https://cdn.sofifa.org/players/4/19/241944.png">,M. Guel,19,56,1,1,Keskmine,Ivory Coast
<img src="https://cdn.sofifa.org/players/4/19/242200.png">,T. R&ouml;nning,19,56,1,1,Keskmine,Sweden
<img src="https://cdn.sofifa.org/players/4/19/239385.png">,A. Jerez,19,56,1,1,Keskmine,Chile
<img src="https://cdn.sofifa.org/players/4/19/243481.png">,M. Pedersen,18,56,1,1,Keskmine,Norway
<img src="https://cdn.sofifa.org/players/4/19/242203.png">,K. Politz,22,56,1,1,Madal,United States
<img src="https://cdn.sofifa.org/players/4/19/242715.png">,A. Grinwis,26,56,1,1,Keskmine,United States
<img src="https://cdn.sofifa.org/players/4/19/232476.png">,K. Shiihashi,21,56,1,1,K&otilde;rge,Japan
<img src="https://cdn.sofifa.org/players/4/19/238620.png">,M. Layer,19,56,1,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/243740.png">,M. Grundmann,20,56,1,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/244254.png">,W. Biedrzycki,20,56,1,1,Keskmine,Poland
<img src="https://cdn.sofifa.org/players/4/19/244512.png">,D. Szczepan,23,56,1,1,Keskmine,Poland
<img src="https://cdn.sofifa.org/players/4/19/231457.png">,D. Baur,19,56,1,1,Keskmine,Scotland
<img src="https://cdn.sofifa.org/players/4/19/240673.png">,C. Lang,19,56,3,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/243490.png">,C. Ariza,22,56,1,1,Keskmine,Colombia
<img src="https://cdn.sofifa.org/players/4/19/241955.png">,S. Amin,20,56,1,1,Keskmine,Syria
<img src="https://cdn.sofifa.org/players/4/19/227620.png">,D. Hutchinson,21,56,1,1,Keskmine,Republic of Ireland
<img src="https://cdn.sofifa.org/players/4/19/235046.png">,Y. Ben El-Mhanni,22,56,2,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/222503.png">,H. Isted,21,56,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/244519.png">,O. Yilmaz,20,56,2,1,Madal,Austria
<img src="https://cdn.sofifa.org/players/4/19/244775.png">,R. Caicedo,24,56,1,1,Keskmine,Colombia
<img src="https://cdn.sofifa.org/players/4/19/245799.png">,G. K?m???r,20,56,2,1,Madal,Turkey
<img src="https://cdn.sofifa.org/players/4/19/200744.png">,R. Watson,24,56,2,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/210728.png">,V. Viot,24,56,1,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/240424.png">,Z. Al Haniti,22,56,2,1,Keskmine,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/243240.png">,N. Abdali,20,56,2,1,Madal,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/227881.png">,S. McWilliams,19,56,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/245033.png">,T. Roberts,17,56,1,1,K&otilde;rge,United States
<img src="https://cdn.sofifa.org/players/4/19/225068.png">,J. McDonagh,22,56,1,1,Keskmine,Northern Ireland
<img src="https://cdn.sofifa.org/players/4/19/214317.png">,D. Malhue,23,56,1,1,Madal,Chile
<img src="https://cdn.sofifa.org/players/4/19/245807.png">,A. Koldere,18,56,1,1,Keskmine,Turkey
<img src="https://cdn.sofifa.org/players/4/19/241200.png">,D. Stynes,19,56,1,1,K&otilde;rge,Australia
<img src="https://cdn.sofifa.org/players/4/19/239410.png">,M. Kos,21,56,1,1,Keskmine,Austria
<img src="https://cdn.sofifa.org/players/4/19/240946.png">,F. Baptiste,18,56,4,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/233011.png">,Jeong Chee In,20,56,1,1,Keskmine,Korea Republic
<img src="https://cdn.sofifa.org/players/4/19/244277.png">,K. Watts,18,56,2,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/242230.png">,J. Lennon,20,56,1,1,Keskmine,Republic of Ireland
<img src="https://cdn.sofifa.org/players/4/19/228664.png">,H. Duman,19,56,1,1,Keskmine,Norway
<img src="https://cdn.sofifa.org/players/4/19/244281.png">,N. Anh&ouml;lcher,18,56,1,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/240187.png">,J. Stenmark,19,56,1,1,Keskmine,Sweden
<img src="https://cdn.sofifa.org/players/4/19/244028.png">,S. Belkahia,19,56,1,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/237885.png">,C. Tovar,20,56,1,1,Madal,Colombia
<img src="https://cdn.sofifa.org/players/4/19/237886.png">,C. Goslin,18,56,1,1,Madal,United States
<img src="https://cdn.sofifa.org/players/4/19/244286.png">,B. Stephens,20,56,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/242495.png">,Y. Requena,23,56,1,1,Keskmine,Venezuela
<img src="https://cdn.sofifa.org/players/4/19/226112.png">,K. Cantwell,23,56,1,1,Keskmine,Republic of Ireland
<img src="https://cdn.sofifa.org/players/4/19/228928.png">,S. Lavelle,21,56,1,1,Madal,Scotland
<img src="https://cdn.sofifa.org/players/4/19/239424.png">,M. Rodrigues,21,56,1,1,Keskmine,Switzerland
<img src="https://cdn.sofifa.org/players/4/19/246593.png">,Javito,17,56,1,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/241219.png">,W. Jakkit,21,56,1,1,Keskmine,Thailand
<img src="https://cdn.sofifa.org/players/4/19/234820.png">,H. St Clair,19,56,1,1,K&otilde;rge,Scotland
<img src="https://cdn.sofifa.org/players/4/19/243524.png">,S. Gr&oslash;nli,17,56,1,1,Keskmine,Norway
<img src="https://cdn.sofifa.org/players/4/19/231237.png">,P. Jensen,20,56,1,1,Keskmine,Denmark
<img src="https://cdn.sofifa.org/players/4/19/240965.png">,A. Hinds,18,56,2,1,K&otilde;rge,England
<img src="https://cdn.sofifa.org/players/4/19/242245.png">,F. Al Rashidi,21,56,4,1,Keskmine,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/239942.png">,A. &Aacute;vila,20,56,2,1,Keskmine,Mexico
<img src="https://cdn.sofifa.org/players/4/19/232007.png">,M. Lis,21,56,1,1,Keskmine,Poland
<img src="https://cdn.sofifa.org/players/4/19/191559.png">,S. Kawamata,28,56,1,1,Keskmine,Japan
<img src="https://cdn.sofifa.org/players/4/19/244552.png">,A. Nsakala,18,56,1,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/210762.png">,B. Hern&aacute;ndez,23,56,1,1,Keskmine,Mexico
<img src="https://cdn.sofifa.org/players/4/19/230730.png">,C. Carroll,19,56,2,1,K&otilde;rge,Republic of Ireland
<img src="https://cdn.sofifa.org/players/4/19/245068.png">,D. Takahashi,19,56,1,1,Keskmine,Japan
<img src="https://cdn.sofifa.org/players/4/19/245580.png">,L. Brand,18,56,1,1,Keskmine,Netherlands
<img src="https://cdn.sofifa.org/players/4/19/240207.png">,Liu Yang,23,56,2,1,Keskmine,China PR
<img src="https://cdn.sofifa.org/players/4/19/224593.png">,Y. Zummack,22,56,1,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/225873.png">,R. Feely,21,56,1,1,Keskmine,Republic of Ireland
<img src="https://cdn.sofifa.org/players/4/19/234066.png">,J. Hove,17,56,1,1,Keskmine,Norway
<img src="https://cdn.sofifa.org/players/4/19/238930.png">,T. Deters,22,56,1,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/244818.png">,H. Bellman,19,56,1,1,Keskmine,Sweden
<img src="https://cdn.sofifa.org/players/4/19/236371.png">,Marc Vito,21,56,2,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/244563.png">,C. MacPherson,19,56,1,1,Keskmine,Scotland
<img src="https://cdn.sofifa.org/players/4/19/237653.png">,C. Rojas,20,56,1,1,Madal,Colombia
<img src="https://cdn.sofifa.org/players/4/19/243286.png">,A. Cvetkovic,23,56,2,1,Keskmine,Serbia
<img src="https://cdn.sofifa.org/players/4/19/232536.png">,R. Okazaki,26,56,1,1,Keskmine,Japan
<img src="https://cdn.sofifa.org/players/4/19/227929.png">,R. Wintle,21,56,2,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/233050.png">,M. Smith,18,56,0,1,Keskmine,Wales
<img src="https://cdn.sofifa.org/players/4/19/203099.png">,J. Rees,24,56,1,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/232539.png">,K. Ogi,35,56,1,1,Keskmine,Japan
<img src="https://cdn.sofifa.org/players/4/19/243035.png">,&Aacute;lvaro G&oacute;mez,21,56,1,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/235101.png">,T. Makowski,18,56,1,1,Keskmine,Poland
<img src="https://cdn.sofifa.org/players/4/19/242525.png">,C. Sickinger,20,56,1,1,Keskmine,Germany
<img src="https://cdn.sofifa.org/players/4/19/245085.png">,A. Al Bahri,23,56,2,1,Keskmine,Saudi Arabia
<img src="https://cdn.sofifa.org/players/4/19/242526.png">,K. Dybowski,21,56,1,1,Keskmine,Poland
<img src="https://cdn.sofifa.org/players/4/19/245854.png">,T. Vermot,21,56,2,1,Keskmine,France
<img src="https://cdn.sofifa.org/players/4/19/245599.png">,Dar&iacute;o Ramos,18,56,1,1,Keskmine,Spain
<img src="https://cdn.sofifa.org/players/4/19/228192.png">,E. Lyngdoh,31,56,0,1,Keskmine,India
<img src="https://cdn.sofifa.org/players/4/19/240224.png">,R. Escobar,21,56,1,1,Keskmine,Chile
<img src="https://cdn.sofifa.org/players/4/19/242272.png">,M. Ogkmpoe,23,56,1,1,Keskmine,Greece
<img src="https://cdn.sofifa.org/players/4/19/240737.png">,N. Pejovi&#263;,19,56,1,1,Madal,Serbia
<img src="https://cdn.sofifa.org/players/4/19/231267.png">,J. Lokilo,19,56,3,1,Keskmine,DR Congo
<img src="https://cdn.sofifa.org/players/4/19/242276.png">,Wang Ziming,21,56,2,1,Keskmine,China PR
<img src="https://cdn.sofifa.org/players/4/19/243813.png">,T. O'Neill,18,56,4,1,Keskmine,England
<img src="https://cdn.sofifa.org/players/4/19/231270.png">,C. Waters,22,56,1,1,K&otilde;rge,Scotland
